18 15
2,3,4,18,9,10,11,12,13,14,15,19,5,17,1,0
2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0
7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,0
17,17,17,8,17,17,17,17,17,17,17,17,17,17,17,0
5,5,5,5,5,5,5,5,5,5,5,5,5,16,5,0, 
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1
#
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
